
CommandNotFoundError: Your shell has not been properly configured to use 'conda activate'.
To initialize your shell, run

    $ conda init <SHELL_NAME>

Currently supported shells are:
  - bash
  - fish
  - tcsh
  - xonsh
  - zsh
  - powershell

See 'conda init --help' for more information and options.

IMPORTANT: You may need to close and restart your shell after running 'conda init'.


Epoch: 0, Train loss: 193.9980475165141, Train accuracy: 0.6906300783157349, Test loss: 3.3529691636562347, Test accuracy: 0.6666666865348816
Epoch: 1, Train loss: 13.44026895879935, Train accuracy: 0.9427083730697632, Test loss: 3.622543287277222, Test accuracy: 0.717391312122345
Epoch: 2, Train loss: 11.87861170562414, Train accuracy: 0.855654776096344, Test loss: 5.766812461614609, Test accuracy: 0.8125
Epoch: 3, Train loss: 22.30134738637851, Train accuracy: 0.7437500357627869, Test loss: 2.9027789890766145, Test accuracy: 0.6304348111152649
Epoch: 4, Train loss: 14.550639789455976, Train accuracy: 0.918749988079071, Test loss: 4.211256343126297, Test accuracy: 0.52173912525177
Epoch: 5, Train loss: 15.79630489838429, Train accuracy: 0.5034722089767456, Test loss: 2.6170726895332335, Test accuracy: 0.49275362491607666
Epoch: 6, Train loss: 14.001726636519798, Train accuracy: 0.53125, Test loss: 2.184200143814087, Test accuracy: 0.90625
Epoch: 7, Train loss: 13.985889288095327, Train accuracy: 0.5, Test loss: 2.3564494967460634, Test accuracy: 0.9375
Epoch: 8, Train loss: 14.056203270569826, Train accuracy: 0.546875, Test loss: 2.4247641921043397, Test accuracy: 0.875
Epoch: 9, Train loss: 13.879005007254772, Train accuracy: 0.65625, Test loss: 2.166290009021759, Test accuracy: 0.9375
Epoch: 10, Train loss: 13.822305790888958, Train accuracy: 0.625, Test loss: 2.718799579143524, Test accuracy: 0.6884058117866516
Epoch: 11, Train loss: 10.283746038491909, Train accuracy: 0.90625, Test loss: 1.5569122727960347, Test accuracy: 1.0
Epoch: 12, Train loss: 7.304907642018336, Train accuracy: 0.8869143724441528, Test loss: 3.8210518412292003, Test accuracy: 0.96875
Epoch: 13, Train loss: 5.156566841289019, Train accuracy: 0.96875, Test loss: 2.3170948147773744, Test accuracy: 0.984375
Epoch: 14, Train loss: 3.062701630621002, Train accuracy: 1.0, Test loss: 2.040020489692688, Test accuracy: 0.90625
Epoch: 15, Train loss: 4.187787926158844, Train accuracy: 0.9490131735801697, Test loss: 1.585143306851387, Test accuracy: 0.9375
Epoch: 16, Train loss: 3.5681671861750193, Train accuracy: 1.0, Test loss: 0.9024490922689438, Test accuracy: 0.8984375
Epoch: 17, Train loss: 3.6367912558743205, Train accuracy: 0.9765625, Test loss: 1.1006311357021332, Test accuracy: 0.921875
Epoch: 18, Train loss: 2.9700952648686676, Train accuracy: 0.973214328289032, Test loss: 1.5338013112545013, Test accuracy: 0.8541666865348816
Epoch: 19, Train loss: 3.913236254670968, Train accuracy: 0.953125, Test loss: 2.952067244052887, Test accuracy: 0.953125
Epoch: 20, Train loss: 1.7618609412262838, Train accuracy: 0.9826388955116272, Test loss: 2.076043426990509, Test accuracy: 0.8958333730697632
Epoch: 21, Train loss: 3.3593832713384657, Train accuracy: 0.9765625, Test loss: 10.066919019818306, Test accuracy: 0.96875
Epoch: 22, Train loss: 4.561302808614878, Train accuracy: 0.96875, Test loss: 1.4716545462608337, Test accuracy: 0.7971014380455017
Epoch: 23, Train loss: 3.489312474615872, Train accuracy: 1.0, Test loss: 1.6884909123182297, Test accuracy: 0.760869562625885
Epoch: 24, Train loss: 3.2372292808782404, Train accuracy: 0.9401041865348816, Test loss: 2.700343543291092, Test accuracy: 0.9375
Epoch: 25, Train loss: 2.0948208129654327, Train accuracy: 1.0, Test loss: 1.19988152384758, Test accuracy: 0.8125
Epoch: 26, Train loss: 2.8603987130694666, Train accuracy: 0.981249988079071, Test loss: 1.7597520232200623, Test accuracy: 0.9375
Epoch: 27, Train loss: 1.5332299012463921, Train accuracy: 1.0, Test loss: 2.8125612258911135, Test accuracy: 0.953125
Epoch: 28, Train loss: 2.3664052865396323, Train accuracy: 0.9895833730697632, Test loss: 2.828431415557861, Test accuracy: 0.890625
Epoch: 29, Train loss: 2.0205591413914825, Train accuracy: 0.9895833730697632, Test loss: 2.279305575788021, Test accuracy: 0.96875
Epoch: 30, Train loss: 1.7137796077459382, Train accuracy: 1.0, Test loss: 5.638874876499176, Test accuracy: 0.96875
Epoch: 31, Train loss: 1.7741130879327942, Train accuracy: 0.9955357313156128, Test loss: 2.5377090722322464, Test accuracy: 0.84375
Epoch: 32, Train loss: 2.01183646875553, Train accuracy: 1.0, Test loss: 3.4815309882164, Test accuracy: 0.8645833730697632
Epoch: 33, Train loss: 6.256126410614413, Train accuracy: 0.9350962042808533, Test loss: 21.325910609960555, Test accuracy: 0.90625
Epoch: 34, Train loss: 5.736753365084624, Train accuracy: 0.96875, Test loss: 4.3057856380939485, Test accuracy: 0.8020833730697632
Epoch: 35, Train loss: 17.632571153390483, Train accuracy: 1.0, Test loss: 1.9209249794483185, Test accuracy: 0.7916666865348816
Epoch: 36, Train loss: 11.899141319287128, Train accuracy: 0.96875, Test loss: 2.071906918287277, Test accuracy: 0.84375
Epoch: 37, Train loss: 6.986395224928856, Train accuracy: 0.9583333730697632, Test loss: 8.814603424072265, Test accuracy: 0.859375
Epoch: 38, Train loss: nan, Train accuracy: 0.96875, Test loss: nan, Test accuracy: 1.0
Epoch: 39, Train loss: nan, Train accuracy: 0.5218750238418579, Test loss: nan, Test accuracy: 1.0
Epoch: 40, Train loss: nan, Train accuracy: 0.5032894611358643, Test loss: nan, Test accuracy: 1.0
Epoch: 41, Train loss: nan, Train accuracy: 0.53125, Test loss: nan, Test accuracy: 1.0
Epoch: 42, Train loss: nan, Train accuracy: 0.515625, Test loss: nan, Test accuracy: 1.0
Epoch: 43, Train loss: nan, Train accuracy: 0.5390625, Test loss: nan, Test accuracy: 1.0
Epoch: 44, Train loss: nan, Train accuracy: 0.546875, Test loss: nan, Test accuracy: 1.0
