
CommandNotFoundError: Your shell has not been properly configured to use 'conda activate'.
To initialize your shell, run

    $ conda init <SHELL_NAME>

Currently supported shells are:
  - bash
  - fish
  - tcsh
  - xonsh
  - zsh
  - powershell

See 'conda init --help' for more information and options.

IMPORTANT: You may need to close and restart your shell after running 'conda init'.


Epoch: 0, Train loss: 242.1992229207968, Train accuracy: 0.5208333730697632, Test loss: 2.744870090484619, Test accuracy: 0.47826087474823
Epoch: 1, Train loss: 14.513289827566881, Train accuracy: 0.5218750238418579, Test loss: 2.1702100157737734, Test accuracy: 0.5
Epoch: 2, Train loss: 14.130036248610569, Train accuracy: 0.5113636255264282, Test loss: 2.072438883781433, Test accuracy: 1.0
Epoch: 3, Train loss: 13.934274464081495, Train accuracy: 0.59375, Test loss: 2.081541049480438, Test accuracy: 0.4420289993286133
Epoch: 4, Train loss: 13.887365776758928, Train accuracy: 0.5625, Test loss: 2.0358216762542725, Test accuracy: 1.0
Epoch: 5, Train loss: 13.936633009176989, Train accuracy: 0.625, Test loss: 2.0101016759872437, Test accuracy: 1.0
Epoch: 6, Train loss: 13.923321688786531, Train accuracy: 0.5625, Test loss: 2.0070353031158445, Test accuracy: 1.0
Epoch: 7, Train loss: 13.992439030072628, Train accuracy: 0.5625, Test loss: 2.1663127541542053, Test accuracy: 0.5
Epoch: 8, Train loss: 13.877375095318525, Train accuracy: 0.59375, Test loss: 2.108019256591797, Test accuracy: 0.5
Epoch: 9, Train loss: 14.005558160635141, Train accuracy: 0.504464328289032, Test loss: 2.046592664718628, Test accuracy: 1.0
Epoch: 10, Train loss: 13.947648716278565, Train accuracy: 0.53125, Test loss: 2.0570577025413512, Test accuracy: 1.0
Epoch: 11, Train loss: 13.968845303242023, Train accuracy: 0.5055803656578064, Test loss: 2.039849317073822, Test accuracy: 1.0
Epoch: 12, Train loss: 13.925567497045567, Train accuracy: 0.53125, Test loss: 2.0362324476242066, Test accuracy: 1.0
Epoch: 13, Train loss: 13.940680904266161, Train accuracy: 0.5520833730697632, Test loss: 2.0298884391784666, Test accuracy: 1.0
Epoch: 14, Train loss: 13.91614215496259, Train accuracy: 0.53125, Test loss: 2.045521068572998, Test accuracy: 1.0
Epoch: 15, Train loss: 13.898647204423563, Train accuracy: 0.515625, Test loss: 2.0778201818466187, Test accuracy: 1.0
Epoch: 16, Train loss: 13.909572269672003, Train accuracy: 0.59375, Test loss: 2.060103166103363, Test accuracy: 1.0
Epoch: 17, Train loss: 13.874098624938574, Train accuracy: 0.625, Test loss: 2.1819692611694337, Test accuracy: 0.5
Epoch: 18, Train loss: 14.012711260563288, Train accuracy: 0.5416666865348816, Test loss: 2.002956473827362, Test accuracy: 1.0
Epoch: 19, Train loss: 13.911841542292864, Train accuracy: 0.53125, Test loss: 2.1964948773384094, Test accuracy: 0.5
Epoch: 20, Train loss: 13.965243987548046, Train accuracy: 0.59375, Test loss: 2.115209662914276, Test accuracy: 0.5
Epoch: 21, Train loss: 13.890150598990612, Train accuracy: 0.6875, Test loss: 2.0706127643585206, Test accuracy: 1.0
Epoch: 22, Train loss: 13.914262877060818, Train accuracy: 0.65625, Test loss: 2.233377826213837, Test accuracy: 0.5
Epoch: 23, Train loss: 13.885298923040049, Train accuracy: 0.5446428656578064, Test loss: 2.3170271039009096, Test accuracy: 0.5
Epoch: 24, Train loss: 13.9412254629991, Train accuracy: 0.5416666865348816, Test loss: 2.0139209985733033, Test accuracy: 1.0
Epoch: 25, Train loss: 13.969695169192095, Train accuracy: 0.5625, Test loss: 2.124032127857208, Test accuracy: 0.5
Epoch: 26, Train loss: 14.013531403663832, Train accuracy: 0.546875, Test loss: 2.116516411304474, Test accuracy: 0.5
Epoch: 27, Train loss: 13.934664357931187, Train accuracy: 0.5234375, Test loss: 2.015013873577118, Test accuracy: 1.0
Epoch: 28, Train loss: 13.87595290556932, Train accuracy: 0.5546875, Test loss: 2.075249981880188, Test accuracy: 1.0
Epoch: 29, Train loss: 13.918762810719318, Train accuracy: 0.59375, Test loss: 1.9977735519409179, Test accuracy: 1.0
Epoch: 30, Train loss: 14.041651843450008, Train accuracy: 0.53125, Test loss: 2.0261234045028687, Test accuracy: 1.0
Epoch: 31, Train loss: 13.873209803532331, Train accuracy: 0.5520833730697632, Test loss: 2.001150107383728, Test accuracy: 1.0
Epoch: 32, Train loss: 14.01228389984522, Train accuracy: 0.4950657784938812, Test loss: 2.1237565994262697, Test accuracy: 0.5
Epoch: 33, Train loss: 13.87214000714131, Train accuracy: 0.546875, Test loss: 2.08702267408371, Test accuracy: 0.5
Epoch: 34, Train loss: 13.89275507437877, Train accuracy: 0.53125, Test loss: 2.170199620723724, Test accuracy: 0.5
Epoch: 35, Train loss: 13.953010771519098, Train accuracy: 0.5078125, Test loss: 2.027354192733765, Test accuracy: 1.0
Epoch: 36, Train loss: 13.94736335063592, Train accuracy: 0.5625, Test loss: 2.0256770491600036, Test accuracy: 1.0
Epoch: 37, Train loss: 14.142621922187317, Train accuracy: 0.625, Test loss: 2.0952629804611207, Test accuracy: 0.5
Epoch: 38, Train loss: 13.912906354818588, Train accuracy: 0.4839015305042267, Test loss: 2.1001501202583315, Test accuracy: 0.5
Epoch: 39, Train loss: 13.964711540784592, Train accuracy: 0.518750011920929, Test loss: 2.0222182750701903, Test accuracy: 1.0
Epoch: 40, Train loss: 13.949525894262852, Train accuracy: 0.48046875, Test loss: 2.1171476006507874, Test accuracy: 0.5
Epoch: 41, Train loss: 13.96115595407975, Train accuracy: 0.5625, Test loss: 2.0368660926818847, Test accuracy: 1.0
Epoch: 42, Train loss: 13.998452964501503, Train accuracy: 0.5032310485839844, Test loss: 2.0180607438087463, Test accuracy: 1.0
Epoch: 43, Train loss: 14.123823610635904, Train accuracy: 0.51953125, Test loss: 2.061247539520264, Test accuracy: 1.0
Epoch: 44, Train loss: 14.067262356097881, Train accuracy: 0.625, Test loss: 1.9975029110908509, Test accuracy: 1.0
Epoch: 45, Train loss: 13.976694802443186, Train accuracy: 0.5223214626312256, Test loss: 2.011407899856567, Test accuracy: 1.0
Epoch: 46, Train loss: 13.945217739313076, Train accuracy: 0.504687488079071, Test loss: 2.0543184757232664, Test accuracy: 1.0
Epoch: 47, Train loss: 13.887610371296223, Train accuracy: 0.5138888955116272, Test loss: 2.0576503753662108, Test accuracy: 1.0
