
CommandNotFoundError: Your shell has not been properly configured to use 'conda activate'.
To initialize your shell, run

    $ conda init <SHELL_NAME>

Currently supported shells are:
  - bash
  - fish
  - tcsh
  - xonsh
  - zsh
  - powershell

See 'conda init --help' for more information and options.

IMPORTANT: You may need to close and restart your shell after running 'conda init'.


Epoch: 0, Train loss: 203.77334425846735, Train accuracy: 0.4886363744735718, Test loss: 2.172916603088379, Test accuracy: 0.4492753744125366
Epoch: 1, Train loss: 13.820893394641388, Train accuracy: 0.5625, Test loss: 2.0815601706504823, Test accuracy: 0.6171875
Epoch: 2, Train loss: 13.570013686632498, Train accuracy: 0.75, Test loss: 2.1178412795066834, Test accuracy: 0.6041666865348816
Epoch: 3, Train loss: 14.141930517477867, Train accuracy: 0.703125, Test loss: 1.9556955218315124, Test accuracy: 0.5625
Epoch: 4, Train loss: 13.402825988256014, Train accuracy: 0.6875, Test loss: 2.005670690536499, Test accuracy: 1.0
Epoch: 5, Train loss: 13.135446533178671, Train accuracy: 0.6603618264198303, Test loss: 1.7627925276756287, Test accuracy: 0.6875
Epoch: 6, Train loss: 10.11680665344764, Train accuracy: 0.7864583134651184, Test loss: 1.697708213329315, Test accuracy: 0.7578125
Epoch: 7, Train loss: 9.244240493346483, Train accuracy: 0.90625, Test loss: 1.7783022403717041, Test accuracy: 0.7578125
Epoch: 8, Train loss: 7.629899961444048, Train accuracy: 0.8664773106575012, Test loss: 1.6211522459983825, Test accuracy: 0.78125
Epoch: 9, Train loss: 9.33083912730217, Train accuracy: 0.90625, Test loss: 1.9095866113901139, Test accuracy: 0.8229166865348816
Epoch: 10, Train loss: 6.5310030455390615, Train accuracy: 0.8885869979858398, Test loss: 1.2601298928260802, Test accuracy: 0.921875
Epoch: 11, Train loss: 5.937175103487113, Train accuracy: 0.8995535969734192, Test loss: 1.9842315137386322, Test accuracy: 0.8333333730697632
Epoch: 12, Train loss: 5.811411273212005, Train accuracy: 0.9166666865348816, Test loss: 1.3275261342525482, Test accuracy: 0.890625
Epoch: 13, Train loss: 4.145871165089118, Train accuracy: 0.96875, Test loss: 2.246231508255005, Test accuracy: 0.7604166865348816
Epoch: 14, Train loss: 4.528976574062537, Train accuracy: 0.9652777910232544, Test loss: 1.2831240624189377, Test accuracy: 0.9375
Epoch: 15, Train loss: 4.451712317573718, Train accuracy: 0.9391891956329346, Test loss: 1.9152924299240113, Test accuracy: 0.875
Epoch: 16, Train loss: 4.56955020263409, Train accuracy: 0.9583333730697632, Test loss: 2.235719460248947, Test accuracy: 0.8645833730697632
Epoch: 17, Train loss: 4.31677977511516, Train accuracy: 0.9609375, Test loss: 0.7504716843366623, Test accuracy: 0.96875
Epoch: 18, Train loss: 3.2977594050745935, Train accuracy: 0.9609375, Test loss: 1.2636415004730224, Test accuracy: 0.84375
Epoch: 19, Train loss: 4.202358935792477, Train accuracy: 0.9391447305679321, Test loss: 2.44350209236145, Test accuracy: 0.8550724983215332
Epoch: 20, Train loss: 3.5766941783949733, Train accuracy: 1.0, Test loss: 1.7579364851117134, Test accuracy: 0.96875
Epoch: 21, Train loss: 4.852829768298528, Train accuracy: 0.953125, Test loss: 2.396998995542526, Test accuracy: 0.8020833730697632
Epoch: 22, Train loss: 3.565132762520359, Train accuracy: 0.943412184715271, Test loss: 1.3192609697580338, Test accuracy: 0.8854166865348816
Epoch: 23, Train loss: 2.397334470341985, Train accuracy: 0.9663462042808533, Test loss: 1.1887946620583534, Test accuracy: 0.9375
Epoch: 24, Train loss: 1.9991672147387782, Train accuracy: 0.984375, Test loss: 1.9195993363857269, Test accuracy: 0.90625
Epoch: 25, Train loss: 3.4596812035888433, Train accuracy: 0.9479166865348816, Test loss: 0.8199356347322464, Test accuracy: 0.9375
Epoch: 26, Train loss: 3.0108723304091165, Train accuracy: 1.0, Test loss: 1.8186272591352464, Test accuracy: 0.8515625
Epoch: 27, Train loss: 3.0745226873132663, Train accuracy: 0.9545454978942871, Test loss: 0.5919085413217544, Test accuracy: 0.8985507488250732
Epoch: 28, Train loss: 3.0539189419016624, Train accuracy: 0.9583333730697632, Test loss: 2.5127626433968544, Test accuracy: 1.0
Epoch: 29, Train loss: 4.511575371791155, Train accuracy: 0.96875, Test loss: 1.204393994808197, Test accuracy: 0.8333333730697632
Epoch: 30, Train loss: 4.071601598213117, Train accuracy: 0.9687500596046448, Test loss: 1.8200538843870162, Test accuracy: 0.953125
Epoch: 31, Train loss: 2.5574476590547235, Train accuracy: 0.96875, Test loss: 1.165030524134636, Test accuracy: 0.984375
Epoch: 32, Train loss: 2.532690468889016, Train accuracy: 0.9687500596046448, Test loss: 1.3104993000626564, Test accuracy: 0.96875
Epoch: 33, Train loss: 2.6711438462281456, Train accuracy: 1.0, Test loss: 1.1570678375661374, Test accuracy: 0.9270833730697632
Epoch: 34, Train loss: 2.5757467513665175, Train accuracy: 0.96875, Test loss: 1.369960904121399, Test accuracy: 0.8623188734054565
Epoch: 35, Train loss: 2.7665833411738276, Train accuracy: 1.0, Test loss: 2.3023311704397202, Test accuracy: 1.0
Epoch: 36, Train loss: 3.68539778678081, Train accuracy: 0.9687500596046448, Test loss: 1.475264048576355, Test accuracy: 0.953125
Epoch: 37, Train loss: 2.8512545311107087, Train accuracy: 1.0, Test loss: 1.2651678264141082, Test accuracy: 0.96875
Epoch: 38, Train loss: 2.3179801300359077, Train accuracy: 0.9895833730697632, Test loss: 1.044604977965355, Test accuracy: 0.90625
Epoch: 39, Train loss: 2.56313182401638, Train accuracy: 1.0, Test loss: 0.6053678475320339, Test accuracy: 0.9270833730697632
Epoch: 40, Train loss: 2.3087160186125684, Train accuracy: 0.97265625, Test loss: 1.0305459856987, Test accuracy: 0.96875
Epoch: 41, Train loss: 1.9084319156260254, Train accuracy: 1.0, Test loss: 0.4911979898810387, Test accuracy: 0.96875
Epoch: 42, Train loss: 2.1371859185761797, Train accuracy: 1.0, Test loss: 1.5947258830070496, Test accuracy: 0.9375
Epoch: 43, Train loss: 2.715248194642556, Train accuracy: 0.96875, Test loss: 0.7589578330516815, Test accuracy: 0.9296875
Epoch: 44, Train loss: 2.070340816839001, Train accuracy: 0.987500011920929, Test loss: 1.359286293387413, Test accuracy: 0.9375
Epoch: 45, Train loss: 2.8955784552276898, Train accuracy: 1.0, Test loss: 1.050579345226288, Test accuracy: 0.90625
Epoch: 46, Train loss: 2.6185981896586523, Train accuracy: 0.9654605388641357, Test loss: 0.9887338489294052, Test accuracy: 0.9375
Epoch: 47, Train loss: 1.4292903371895544, Train accuracy: 1.0, Test loss: 1.3588467732071876, Test accuracy: 0.90625
Epoch: 48, Train loss: 1.1847234864910252, Train accuracy: 1.0, Test loss: 0.7143943041563035, Test accuracy: 0.9375
Epoch: 49, Train loss: 1.9411377942977617, Train accuracy: 1.0, Test loss: 0.9234112828969956, Test accuracy: 0.9375
Top-1 train accuracy:  1.0
Top-1 test accuracy:  1.0
