
CommandNotFoundError: Your shell has not been properly configured to use 'conda activate'.
To initialize your shell, run

    $ conda init <SHELL_NAME>

Currently supported shells are:
  - bash
  - fish
  - tcsh
  - xonsh
  - zsh
  - powershell

See 'conda init --help' for more information and options.

IMPORTANT: You may need to close and restart your shell after running 'conda init'.


Epoch: 0, Train loss: 299.3552232950162, Train accuracy: 0.49816176295280457, Test loss: 1.9893942475318909, Test accuracy: 1.0
Epoch: 1, Train loss: 14.000859948304983, Train accuracy: 0.59375, Test loss: 2.1328862071037293, Test accuracy: 0.5072463750839233
Epoch: 2, Train loss: 13.929326346287361, Train accuracy: 0.59375, Test loss: 2.1272033214569093, Test accuracy: 0.5
Epoch: 3, Train loss: 14.089652362542274, Train accuracy: 0.5025337934494019, Test loss: 2.262156844139099, Test accuracy: 0.5
Epoch: 4, Train loss: 13.87747622300417, Train accuracy: 0.5454545617103577, Test loss: 2.1076021671295164, Test accuracy: 0.96875
Epoch: 5, Train loss: 13.898328848374195, Train accuracy: 0.6875, Test loss: 2.21827290058136, Test accuracy: 0.5
Epoch: 6, Train loss: 13.889149334186163, Train accuracy: 0.54296875, Test loss: 2.191799986362457, Test accuracy: 0.5
Epoch: 7, Train loss: 13.879654762072441, Train accuracy: 0.5546875, Test loss: 2.036998760700226, Test accuracy: 1.0
Epoch: 8, Train loss: 13.837889240338253, Train accuracy: 0.65625, Test loss: 2.269738554954529, Test accuracy: 0.5
Epoch: 9, Train loss: 13.755757689476013, Train accuracy: 0.5260416865348816, Test loss: 2.0809298872947695, Test accuracy: 0.5072463750839233
Epoch: 10, Train loss: 13.743984638116299, Train accuracy: 0.5426136255264282, Test loss: 2.037584292888641, Test accuracy: 0.84375
Epoch: 11, Train loss: 13.60058264548962, Train accuracy: 0.625, Test loss: 1.9679898381233216, Test accuracy: 1.0
Epoch: 12, Train loss: 14.139810141844627, Train accuracy: 0.625, Test loss: 1.9608653783798218, Test accuracy: 1.0
Epoch: 13, Train loss: 13.797134150297214, Train accuracy: 0.5546875, Test loss: 1.991816234588623, Test accuracy: 1.0
Epoch: 14, Train loss: 13.736259660659693, Train accuracy: 0.625, Test loss: 1.996106994152069, Test accuracy: 1.0
Epoch: 15, Train loss: 13.608482067401592, Train accuracy: 0.59375, Test loss: 2.0753056168556214, Test accuracy: 0.54347825050354
Epoch: 16, Train loss: 13.635802903236486, Train accuracy: 0.59375, Test loss: 2.0788910388946533, Test accuracy: 0.96875
Epoch: 17, Train loss: 13.976101386241425, Train accuracy: 0.5333333611488342, Test loss: 2.222070574760437, Test accuracy: 0.5
Epoch: 18, Train loss: 14.322205112530636, Train accuracy: 0.609375, Test loss: 2.0349806427955626, Test accuracy: 1.0
Epoch: 19, Train loss: 13.964994511543177, Train accuracy: 0.5625, Test loss: 2.0371340990066527, Test accuracy: 1.0
Epoch: 20, Train loss: 13.95315227447412, Train accuracy: 0.5049341917037964, Test loss: 2.1307413935661317, Test accuracy: 0.5
Epoch: 21, Train loss: 13.880554815133413, Train accuracy: 0.546875, Test loss: 2.112029755115509, Test accuracy: 0.5
Epoch: 22, Train loss: 13.953021342937763, Train accuracy: 0.5401785969734192, Test loss: 2.0486313581466673, Test accuracy: 1.0
Epoch: 23, Train loss: 13.912537266046574, Train accuracy: 0.53125, Test loss: 2.0844165563583372, Test accuracy: 0.5
Epoch: 24, Train loss: 13.940710355073978, Train accuracy: 0.506944477558136, Test loss: 2.090260863304138, Test accuracy: 0.5
Epoch: 25, Train loss: 13.967423698840998, Train accuracy: 0.5208333730697632, Test loss: 2.1488669157028197, Test accuracy: 0.5
Epoch: 26, Train loss: 13.996770738027035, Train accuracy: 0.53125, Test loss: 2.0485350131988525, Test accuracy: 1.0
Epoch: 27, Train loss: 13.888074656327566, Train accuracy: 0.546875, Test loss: 2.0255298376083375, Test accuracy: 1.0
Epoch: 28, Train loss: 14.026725429754991, Train accuracy: 0.512499988079071, Test loss: 2.016952061653137, Test accuracy: 1.0
Epoch: 29, Train loss: 13.986412934767895, Train accuracy: 0.59375, Test loss: 2.159579110145569, Test accuracy: 0.5
Epoch: 30, Train loss: 13.909763996417706, Train accuracy: 0.5625, Test loss: 2.003599727153778, Test accuracy: 1.0
Epoch: 31, Train loss: 13.95806169968385, Train accuracy: 0.59375, Test loss: 2.111792254447937, Test accuracy: 0.5
Epoch: 32, Train loss: 13.921213312026781, Train accuracy: 0.625, Test loss: 2.1908541560173034, Test accuracy: 0.5
Epoch: 33, Train loss: 13.905465424060822, Train accuracy: 0.53125, Test loss: 2.1873300671577454, Test accuracy: 0.5
Epoch: 34, Train loss: 13.940444368582506, Train accuracy: 0.5208333730697632, Test loss: 2.039273536205292, Test accuracy: 1.0
Epoch: 35, Train loss: 13.949581571114368, Train accuracy: 0.5625, Test loss: 2.1068497776985167, Test accuracy: 0.5
Epoch: 36, Train loss: 14.10392162280205, Train accuracy: 0.59375, Test loss: 2.0138487219810486, Test accuracy: 1.0
Epoch: 37, Train loss: 13.930171897778145, Train accuracy: 0.625, Test loss: 2.02908194065094, Test accuracy: 1.0
Epoch: 38, Train loss: 13.936239085136316, Train accuracy: 0.5520833730697632, Test loss: 2.0166608929634093, Test accuracy: 1.0
Epoch: 39, Train loss: 13.950829930794544, Train accuracy: 0.515625, Test loss: 2.03323415517807, Test accuracy: 1.0
Epoch: 40, Train loss: 13.947831005622179, Train accuracy: 0.5, Test loss: 2.1900471091270446, Test accuracy: 0.5
Epoch: 41, Train loss: 13.915886758229671, Train accuracy: 0.515625, Test loss: 2.139702832698822, Test accuracy: 0.5
Epoch: 42, Train loss: 13.909336152749184, Train accuracy: 0.5401785969734192, Test loss: 2.088470757007599, Test accuracy: 0.5
Epoch: 43, Train loss: 13.906822505669716, Train accuracy: 0.59375, Test loss: 2.0544272303581237, Test accuracy: 1.0
Epoch: 44, Train loss: 13.91492086648941, Train accuracy: 0.5416666865348816, Test loss: 2.0761993169784545, Test accuracy: 1.0
Epoch: 45, Train loss: 13.90783268518937, Train accuracy: 0.578125, Test loss: 2.081156826019287, Test accuracy: 0.5
Epoch: 46, Train loss: 13.943904135471735, Train accuracy: 0.625, Test loss: 2.0936593294143675, Test accuracy: 0.5
Epoch: 47, Train loss: 13.937956490577795, Train accuracy: 0.5, Test loss: 2.000080478191376, Test accuracy: 1.0
Epoch: 48, Train loss: 13.959926553261585, Train accuracy: 0.5491071343421936, Test loss: 1.9819665551185608, Test accuracy: 1.0
Epoch: 49, Train loss: 13.96795071852513, Train accuracy: 0.53125, Test loss: 2.179566669464111, Test accuracy: 0.5
Top-1 train accuracy:  0.6875
Top-1 test accuracy:  1.0
